Level,Date and Time,Source,Event ID,Task Category
Information,1/29/2024 1:36:09 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/29/2024 1:19:05 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/29/2024 1:02:01 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/29/2024 1:00:13 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\ProgramData\Packages\Microsoft.PowerToys.PowerRenameContextMenu_8wekyb3d8bbwe\S-1-5-21-1261234079-646169012-1463220547-1002\SystemAppData\Helium\Cache\d96b25f936578ee8_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information,1/29/2024 1:00:13 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\zheri\AppData\Local\Packages\Microsoft.PowerToys.PowerRenameContextMenu_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat was cleared updating 1 keys and creating 1 modified pages.
Information,1/29/2024 1:00:13 PM,Microsoft-Windows-Kernel-General,16,None,The access history in hive \??\C:\Users\zheri\AppData\Local\Packages\Microsoft.PowerToys.PowerRenameContextMenu_8wekyb3d8bbwe\SystemAppData\Helium\User.dat was cleared updating 1 keys and creating 1 modified pages.
Information,1/29/2024 12:44:57 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/29/2024 12:44:09 PM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Warning,1/29/2024 12:32:20 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-OKFHDDF\zheri SID (S-1-5-21-1261234079-646169012-1463220547-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning,1/29/2024 12:32:14 PM,Microsoft-Windows-DistributedCOM,10016,None,"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user DESKTOP-OKFHDDF\zheri SID (S-1-5-21-1261234079-646169012-1463220547-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information,1/29/2024 12:32:06 PM,Microsoft-Windows-IsolatedUserMode,5,None,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.
Information,1/29/2024 12:27:37 PM,Microsoft-Windows-Time-Service,37,None,"The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->20.189.79.72:123)."
Information,1/29/2024 12:27:37 PM,Microsoft-Windows-Time-Service,158,None,The time provider 'VMICTimeProvider' has indicated that the current hardware and operating environment is not supported and has stopped. This behavior is expected for VMICTimeProvider on non-HyperV-guest environments. This may be the expected behavior for the current provider in the current operating environment as well.
Information,1/29/2024 12:27:10 PM,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 1 to 3.

Reason InputAccelerometer 

BootId: 677"
Information,1/29/2024 12:27:10 PM,Microsoft-Windows-Kernel-Power,507,(158),"The system is exiting Modern Standby 

Reason: Input Keyboard."
Information,1/29/2024 12:26:25 PM,Microsoft-Windows-Kernel-Power,506,(157),"The system is entering Modern Standby 

Reason: Idle Timeout."
Information,1/29/2024 12:26:25 PM,Microsoft-Windows-Kernel-Power,566,(268),"The system session has transitioned from 0 to 1.

Reason SessionUnlock 

BootId: 677"
Warning,1/29/2024 12:25:56 PM,Microsoft-Windows-Kernel-Processor-Power,37,(7),The speed of processor 3 in group 0 is being limited by system firmware. The processor has been in this reduced performance state for 71 seconds since the last report.
Information,1/29/2024 12:25:42 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://*:5357/0d226490-24bf-433e-8ff4-87fc33a4bbf2/) to URL group (0xFC00000120000001). Status: 0x0. Process Id 0x14A0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/29/2024 12:25:42 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFC00000120000001. Status 0x0. Process Id 0x14A0 Executable path \Device\HarddiskVolume3\Windows\System32\svchost.exe, User LOCAL SERVICE"
Information,1/29/2024 12:25:35 PM,Microsoft-Windows-TPM-WMI,1025,None,The TPM was successfully provisioned and is now ready for use.
Information,1/29/2024 12:25:34 PM,Microsoft-Windows-TPM-WMI,1282,None,The TBS device identifier has been generated.
Information,1/29/2024 12:25:32 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28385:127.0.0.1/intel/) to URL group (0xFE00000320000001). Status: 0x0. Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 12:25:32 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000320000001. Status 0x0. Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 12:25:32 PM,Microsoft-Windows-HttpService,113,HTTP Configuration Property Trace Task,"Attempted to add URL (http://127.0.0.1:28390:127.0.0.1/) to URL group (0xFE00000120000001). Status: 0x0. Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 12:25:32 PM,Microsoft-Windows-HttpService,111,HTTP Configuration Property Trace Task,"Create URL group 0xFE00000120000001. Status 0x0. Process Id 0x2B44 Executable path \Device\HarddiskVolume3\Program Files (x86)\Intel\Driver and Support Assistant\DSAService.exe, User SYSTEM"
Information,1/29/2024 12:25:31 PM,TPM,18,None,This event triggers the Trusted Platform Module (TPM) provisioning/status check to run.
Information,1/29/2024 12:25:31 PM,Service Control Manager,7026,None,"The following boot-start or system-start driver(s) did not load: 
WinSetupMon"
Error,1/29/2024 12:25:27 PM,Service Control Manager,7034,None,The GameInput Service service terminated unexpectedly.  It has done this 6 time(s).
Error,1/29/2024 12:25:27 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/29/2024 12:25:27 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'gameflt' (10.0, ‎2010‎-‎06‎-‎15T11:47:08.000000000Z) has successfully loaded and registered with Filter Manager."
Error,1/29/2024 12:25:26 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 5 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 12:25:26 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 12:25:25 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 4 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 12:25:25 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 12:25:24 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 3 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 12:25:24 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 12:25:22 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 2 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Error,1/29/2024 12:25:22 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Error,1/29/2024 12:25:21 PM,Service Control Manager,7031,None,The GameInput Service service terminated unexpectedly.  It has done this 1 time(s).  The following corrective action will be taken in 1000 milliseconds: Restart the service.
Information,1/29/2024 12:25:21 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:11176) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Information,1/29/2024 12:25:21 PM,Microsoft-Windows-UserModePowerService,12,(10),Process C:\Windows\System32\DriverStore\FileRepository\dptf_cpu.inf_amd64_c2c5b0e17a28a48f\esif_uf.exe (process ID:11176) reset policy scheme from {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c} to {8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c}
Error,1/29/2024 12:25:21 PM,Service Control Manager,7023,None,"The GameInput Service service terminated with the following error: 
The compound file GameInput Service was produced with a newer version of storage."
Information,1/29/2024 12:25:18 PM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/29/2024 12:25:01 PM,Netwtw10,7021,None,7021 - Connection telemetry fields and analysis usage
Information,1/29/2024 12:24:57 PM,Microsoft-Windows-WLAN-AutoConfig,10001,None,"WLAN Extensibility Module has successfully started.

Module Path: C:\WINDOWS\system32\IntelIHVRouter10.dll
"
Information,1/29/2024 12:24:56 PM,Microsoft-Windows-WLAN-AutoConfig,4000,None,"WLAN AutoConfig service has successfully started.
"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:3387/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:3392/rdp/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10247/apps/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10243/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:10245/WMPNSSv4/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:443/sra_{BA195980-CD49-458b-9E23-C84EE0ADCD75}/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:10246/MDEServer/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:2869/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:5985/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:47001/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://+:5986/wsman/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL https://*:5358/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://+:80/Temporary_Listen_Addresses/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:55 PM,Microsoft-Windows-HttpService,112,HTTP Setup Trace Task,"Attempted to reserve URL http://*:5357/. Status 0x0. Process Id 0x4 Executable path , User SYSTEM"
Information,1/29/2024 12:24:53 PM,Microsoft-Windows-Winlogon,7001,(1101),User Logon Notification for Customer Experience Improvement Program
Information,1/29/2024 12:24:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'bindflt' (10.0, ‎2032‎-‎10‎-‎20T09:22:30.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 12:24:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'storqosflt' (10.0, ‎2039‎-‎04‎-‎22T09:36:38.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 12:24:53 PM,Microsoft-Windows-FilterManager,6,None,"File System Filter 'CldFlt' (10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) has successfully loaded and registered with Filter Manager."
Information,1/29/2024 12:24:53 PM,Microsoft-Windows-FilterManager,1,None,"File System Filter 'CldFlt' (Version 10.0, ‎1990‎-‎04‎-‎22T16:36:26.000000000Z) unloaded successfully."
